NAME,YEAR,DIRECTOR,RATINGS,REVIEWS,RATING_SCORES,POLARITY_SCORES,COMPOUND,COMPOUND_CLASSIFICATION,RATING_CLASSIFICATION
Rosemary's Baby,1968,Roman Polanski, ★★★★★ , My man Satan got nothing on the sheer terror of gaslighting and gender roles. ***,5.0,"{'neg': 0.195, 'neu': 0.805, 'pos': 0.0, 'compound': -0.5267}",-0.5267,neg,pos
Z,1969,Costa-Gavras, ★★★★★ ," I watched Costa-Gavras' 1967 effort ""Shock Troops"" back in June, so I was somewhat prepared for ""Z""—I recognized the director's flair for kinetic violence and the way his camera often seems untethered by gravity, either floating over proceedings like an omniscient presence or dramatically pushing in on key moments—but was still taken aback by the film's underlying streak of deadpan humor. The only film I might readily compare it to is a version of ""The Battle of Algiers"" where irony and folly abound. ***",5.0,"{'neg': 0.117, 'neu': 0.811, 'pos': 0.072, 'compound': -0.6161}",-0.6161,neg,pos
Solaris,1972,Andrei Tarkovsky, ★★★ , It was very difficult to follow and shot like a 70s porno which is not what I was expecting from my first Tarkovsky film in the slightest. ***,3.0,"{'neg': 0.095, 'neu': 0.819, 'pos': 0.085, 'compound': -0.0754}",-0.0754,neu,pos
Heat,1995,Michael Mann, ★★★★★ , mann’s the man ***,5.0,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neu,pos
City of God,2002,Fernando Meirelles, ★★★★ , Style and substance melded is a beautiful thing. ***,4.0,"{'neg': 0.0, 'neu': 0.642, 'pos': 0.358, 'compound': 0.5994}",0.5994,pos,pos
RRR,2022,S. S. Rajamouli, ★★★★ , i cannot begin to describe the pain my face is in after smiling for three straight hours ***,4.0,"{'neg': 0.149, 'neu': 0.631, 'pos': 0.221, 'compound': 0.1531}",0.1531,neu,pos
Neon Genesis Evangelion: The End of Evangelion,1997,Hideaki Anno, ★★★★★ ," This review may contain spoilers. I can handle the truth.  *I wish that i could turn back time,'Cause now the guilt is all mine.Can't live without the trust from those you love*When you've got animes with stars like Shinji Ikari in them, you can't go wrong!Legitimately one of the most satisfying and mind blowing conclusions to a TV series I've ever seen, culminating in an apocalypse that is genuinely beautiful and moving. It all returns to nothing, alpha and omega.  ***",5.0,"{'neg': 0.053, 'neu': 0.782, 'pos': 0.165, 'compound': 0.8802}",0.8802,pos,pos
Underground,1995,Emir Kusturica, ★★★★½ ," ""A war is no war until the brother kills his brother."" - Marko, Really cool looking films with great flow and interesting stories are totally my thing.... I'm just built different I guess. ***",4.5,"{'neg': 0.282, 'neu': 0.522, 'pos': 0.196, 'compound': -0.6258}",-0.6258,neg,pos
Life Is Beautiful,1997,Roberto Benigni, ½ ," A truly horrible film; utterly false and cynical. I have a fairly low threshold for whimsy to begin with and to see it used in the context of industrialized mass murder is appalling. It may be possible to make a good comedy about the Final Solution but I don't know how you would do it, and neither did Benigni. ***",0.5,"{'neg': 0.162, 'neu': 0.723, 'pos': 0.115, 'compound': -0.4646}",-0.4646,neu,pos
Pather Panchali,1955,Satyajit Ray, ★★★★½ , Just as beautiful as I remember it. ***,4.5,"{'neg': 0.0, 'neu': 0.606, 'pos': 0.394, 'compound': 0.5994}",0.5994,pos,pos
Where Is the Friend's House?,1987,Abbas Kiarostami, ★★★★★ ," Very good. Well done, boy. ***",5.0,"{'neg': 0.0, 'neu': 0.418, 'pos': 0.582, 'compound': 0.6779}",0.6779,pos,pos
Mulholland Drive,2001,David Lynch, ★★★★ , The weirdest thing about this movie is that Billy Ray Cyrus was in it. ***,4.0,"{'neg': 0.119, 'neu': 0.881, 'pos': 0.0, 'compound': -0.2263}",-0.2263,neu,pos
The Apartment,1960,Billy Wilder, ★★★★★ ," 100 ""Night like this, it sorta spooks you, walking into an empty apartment.""""I said I had no family. I didn't say I had an empty apartment."" A film of deliciously dark and humbling set-ups and payoffs, each built with an inherent comic purpose, eventually crumbling into tragedy. ***",5.0,"{'neg': 0.19, 'neu': 0.709, 'pos': 0.101, 'compound': -0.5859}",-0.5859,neg,pos
Le Trou,1960,Jacques Becker, ★★★★ , The end is annoying (but not in a bad way) ***,4.0,"{'neg': 0.199, 'neu': 0.59, 'pos': 0.21, 'compound': 0.0387}",0.0387,neu,pos
The Lion King,1994,Roger Allers, ★★★★★ , can you believe that billy shakespeare was SO moved and inspired by The Lion King that he wrote Hamlet like..... same ***,5.0,"{'neg': 0.0, 'neu': 0.836, 'pos': 0.164, 'compound': 0.6278}",0.6278,pos,pos
Once Upon a Time in America,1984,Sergio Leone, ★ ," I've been trying to watch this film for a few days now and after 2 and a bit hours I gave up.The first hour was terribly boring, the second was more entertaining and I thought we were getting somewhere and then as I started my third part, there was 2 rapes within 20mins, one which the woman apparently enjoyed when she remembered back to it and the second of a woman that the character allegedly loved. I stopped it on the second one and don't intend to go any further.I don't care how popular it is. ***",1.0,"{'neg': 0.162, 'neu': 0.741, 'pos': 0.097, 'compound': -0.7066}",-0.7066,neg,pos
Witness for the Prosecution,1957,Billy Wilder, ★★★★ , charles laughton and marlene dietrich doing billy wilder in turn doing an agatha christie courtroom drama???? insane. takes a bit to get going but the climactic 15m or so are as thrilling as advertised ***,4.0,"{'neg': 0.047, 'neu': 0.813, 'pos': 0.14, 'compound': 0.6864}",0.6864,pos,pos
Do the Right Thing,1989,Spike Lee, ★★★★★ , this movie is fffrriggin great ***,5.0,"{'neg': 0.0, 'neu': 0.549, 'pos': 0.451, 'compound': 0.6249}",0.6249,pos,pos
Heat,1995,Michael Mann, ★★★★★ , If i sobbed during heat. I didn't sob during heat bc i did. No i didnt ❤️ ***,5.0,"{'neg': 0.286, 'neu': 0.617, 'pos': 0.098, 'compound': -0.5204}",-0.5204,neg,pos
M,1931,Fritz Lang, ★★★★ , it's definitely not bad for a film that's only one year younger than Clint Eastwood ***,4.0,"{'neg': 0.0, 'neu': 0.701, 'pos': 0.299, 'compound': 0.6757}",0.6757,pos,pos
A Matter of Life and Death,1946,Emeric Pressburger, ★★★★ ," it's kinda camp and i like iti watched this because of daniel radcliffe, and the way this also has the recurring theme of 'power of love' just like what harry potter films have really makes sense. what i am fonded of the most from this is that it is both visually extraordinary and philosophically mind-boggling—so ahead of its time. ***",4.0,"{'neg': 0.0, 'neu': 0.864, 'pos': 0.136, 'compound': 0.8259}",0.8259,pos,pos
"The Good, the Bad and the Ugly",1966,Sergio Leone, ★★★★★ ," MasterpieceTuco: [trying to read a note] ""See you soon, id... "" ""idi... ""Blondie: [taking the note] ""Idiots"".[He hands the note back to Tuco]Blondie: It's for you.Yep, this is still my favorite movie of all time. ***",5.0,"{'neg': 0.0, 'neu': 0.917, 'pos': 0.083, 'compound': 0.4588}",0.4588,neu,pos
Chinatown,1974,Roman Polanski, ★★★★ , it took me about four hours to actually watch this because i kept pausing the movie to text a girl about mads mikkelsen ***,4.0,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neu,pos
The Lord of the Rings: The Fellowship of the Ring,2001,Peter Jackson, ★★★★★ , pardon my french but absolutely fuck off if you don’t think these movies are perfect ***,5.0,"{'neg': 0.209, 'neu': 0.522, 'pos': 0.269, 'compound': 0.1307}",0.1307,neu,pos
Nights of Cabiria,1957,Federico Fellini, ★★★★½ , I no longer have optimisms for characters to find happiness anymore after this movie's ending. ***,4.5,"{'neg': 0.106, 'neu': 0.577, 'pos': 0.317, 'compound': 0.6597}",0.6597,pos,pos
Barry Lyndon,1975,Stanley Kubrick, ★★★★★ ," no destiny, only chance. no fate but death. ***",5.0,"{'neg': 0.568, 'neu': 0.332, 'pos': 0.1, 'compound': -0.7935}",-0.7935,neg,pos
Shoplifters,2018,Hirokazu Kore-eda, ★★★★½ , I just....like....how could you not love this?BEST SCORE OF THE YEAR ***,4.5,"{'neg': 0.252, 'neu': 0.748, 'pos': 0.0, 'compound': -0.5216}",-0.5216,neg,pos
Ran,1985,Akira Kurosawa, ★★★★★ ," ""It was bound to happen eventually."" The natural elements overrun and invaded by bodies & blood red. War is unnatural, turning kings into fools & fools into kings. ***",5.0,"{'neg': 0.288, 'neu': 0.642, 'pos': 0.07, 'compound': -0.8316}",-0.8316,neg,pos
Rashomon,1950,Akira Kurosawa, ★★★★½ , My roommate one year in college had the same laugh as Mifune in this. The earth shook whenever he laughed. ***,4.5,"{'neg': 0.054, 'neu': 0.692, 'pos': 0.254, 'compound': 0.7351}",0.7351,pos,pos
High and Low,1963,Akira Kurosawa, ★★★★★ , Mind completely blown.Never has a film further exceeded my expectations.I fucking love this. ***,5.0,"{'neg': 0.0, 'neu': 0.728, 'pos': 0.272, 'compound': 0.6697}",0.6697,pos,pos
Whiplash,2014,Damien Chazelle, ★★★★★ , when he ain't got no hair to pull during sex so you just start smacking his head ***,5.0,"{'neg': 0.0, 'neu': 0.9, 'pos': 0.1, 'compound': 0.2235}",0.2235,neu,pos
The Grand Budapest Hotel,2014,Wes Anderson, ★★★★★ , Willem dafoe is just a little too good at playing villains for me to feel safe in a room alone with him ***,5.0,"{'neg': 0.215, 'neu': 0.538, 'pos': 0.246, 'compound': -0.0202}",-0.0202,neu,pos
Once Upon a Time in the West,1968,Sergio Leone, ★★★★★ ," ""An ancient race.""A foundation myth that is actually all about waiting for death. History promises progress, but is stuck in the same old story, time and again. ***",5.0,"{'neg': 0.152, 'neu': 0.735, 'pos': 0.113, 'compound': -0.3071}",-0.3071,neu,pos
Andrei Rublev,1966,Andrei Tarkovsky, ★★★★½ ," Yet another Tarkovsky masterpiece that focuses on the role of the artist in a increasingly violent, cynical, secular, and uninterested world. Some of the best cinematography I’ve seen, a deeply philosophical and emotional script coupled with amazing performances truly makes this a transformative film. I think sometimes the 3 hour run time really messes with the film a little bit though, and I wish the basic plot was a little easier to follow (lots of characters and easy to miss exposition), but all in all an amazing film.9.3 / 10 ***",4.5,"{'neg': 0.057, 'neu': 0.72, 'pos': 0.223, 'compound': 0.9341}",0.9341,pos,pos
Perfect Blue,1997,Satoshi Kon, ★★★★★ ," if you can believe it, was pretty confused the first time i saw this! but obviously that’s intentional on the film’s part, the blurriness hooks you in at such a psychological level. so my general reaction was cool, nice.second time around, well over a year after my first time, i found myself connecting to this on a much much much deeper level. not just because i knew what i was getting myself into but it’s also just so much more hauntingly realistic than i remember. satoshi kon really is one of the best to ever do it. ***",5.0,"{'neg': 0.016, 'neu': 0.846, 'pos': 0.137, 'compound': 0.9208}",0.9208,pos,pos
Ritual,2000,Hideaki Anno, ★★★★★ ," ""You know what tommarow is?""""Your Birthday""*giggles*I fucking love it ***",5.0,"{'neg': 0.0, 'neu': 0.667, 'pos': 0.333, 'compound': 0.6697}",0.6697,pos,pos
The Ascent,1977,Larisa Shepitko, ★★★★★ ," truly one of the most gut-wrenching, soul-crushing movies i've ever experienced, and definitely one of the best war films i've ever seen. everything builds up masterfully to an extremely powerful third act that had me sobbing like a baby and full of anger at the same time... god this was a lotoh also there was a lot of gay subtext here it HAD to be intentional ***",5.0,"{'neg': 0.123, 'neu': 0.665, 'pos': 0.212, 'compound': 0.7425}",0.7425,pos,pos
Children of Paradise,1945,Marcel Carné, ★★★★★ , Every time I sit down to write something this is the story I want to tell. Sincerely one of the best films I’ve seen. “Love is so simple” to quote a phrase. ***,5.0,"{'neg': 0.0, 'neu': 0.758, 'pos': 0.242, 'compound': 0.8225}",0.8225,pos,pos
Children of Men,2006,Alfonso Cuarón, ★★★★★ , was gonna say they should make a video game out of this but The Last of Us already exists :) <3 ***,5.0,"{'neg': 0.0, 'neu': 0.708, 'pos': 0.292, 'compound': 0.8338}",0.8338,pos,pos
Pather Panchali,1955,Satyajit Ray, ★★★★★ , I think I'm going to enjoy our Satyajit Ray Filmspotting Marathon. Keep an eye out here for titles and schedule. My review of Pather Panchali is here. ***,5.0,"{'neg': 0.0, 'neu': 0.89, 'pos': 0.11, 'compound': 0.4939}",0.4939,neu,pos
Tokyo Story,1953,Yasujirō Ozu, ★★★★½ ," ""What are you going to be when you grow up?.... I wonder if I'll still be here."" ❤️ ***",4.5,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neu,pos
Oldboy,2003,Park Chan-wook, ★★★★★ , the final 20 minutes of this movie make me want to vomit every single time ***,5.0,"{'neg': 0.0, 'neu': 0.92, 'pos': 0.08, 'compound': 0.0772}",0.0772,neu,pos
Seven Samurai,1954,Akira Kurosawa, ★★★★½ , this is what the avengers think they look like ***,4.5,"{'neg': 0.0, 'neu': 0.783, 'pos': 0.217, 'compound': 0.3612}",0.3612,neu,pos
City of God,2002,Fernando Meirelles, ★★★★★ , It should be illegal for films to be this good ***,5.0,"{'neg': 0.225, 'neu': 0.563, 'pos': 0.211, 'compound': -0.058}",-0.058,neu,pos
Chungking Express,1994,Wong Kar-wai, None ," I have this idea of ""Shoegaze Cinema"". It's filmmaking evocative of the same type of mood that music from bands like My Bloody Valentine created. This is exactly the sort of thing that comes to mind when I ponder the idea of that genre existing in cinema ***",0.0,"{'neg': 0.058, 'neu': 0.853, 'pos': 0.089, 'compound': 0.1531}",0.1531,neu,neu
Rosemary's Baby,1968,Roman Polanski, ★★★★★ , This movie is the reason I refuse to meet my neighbors. ***,5.0,"{'neg': 0.18, 'neu': 0.82, 'pos': 0.0, 'compound': -0.296}",-0.296,neu,pos
2001: A Space Odyssey,1968,Stanley Kubrick, None ," nasa hired kubrick to fake moon landing in studio, but he's such a perfectionist they had to film it on moon instead ***",0.0,"{'neg': 0.081, 'neu': 0.791, 'pos': 0.128, 'compound': 0.296}",0.296,neu,neu
Django Unchained,2012,Quentin Tarantino, ★★★★★ ," leonardo dicaprio not breaking character after he fucking smashes his hand on the table and starts bleeding profusely just further proves that he is, in fact, an ethereal creature co-existing with us humans who are unworthy of him. god i love that man ***",5.0,"{'neg': 0.058, 'neu': 0.753, 'pos': 0.189, 'compound': 0.7759}",0.7759,pos,pos
Cléo from 5 to 7,1962,Agnès Varda, ★★★★½ , Dying for nothing. That’s what upsets us.  ***,4.5,"{'neg': 0.0, 'neu': 0.768, 'pos': 0.232, 'compound': 0.2755}",0.2755,neu,pos
It's a Wonderful Life,1946,Frank Capra, ★★★★½ , debatable ***,4.5,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neu,pos
Late Spring,1949,Yasujirō Ozu, ★★★★★ ," Time marches on. But should it? (Unfortunately, the answer is: yes.) ***",5.0,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neu,pos
Come and See,1985,Elem Klimov, ★★★★★ ," 100%, no doubt in my mind, this is the best film ever made. I cannot believe this is real, I'm so fucking glad I saw this in theaters. ***",5.0,"{'neg': 0.133, 'neu': 0.648, 'pos': 0.219, 'compound': 0.6214}",0.6214,pos,pos
Cléo from 5 to 7,1962,Agnès Varda, ★★★½ , ily: i love youilysm: i love you so muchilysmav: i love you so much agnès varda ***,3.5,"{'neg': 0.0, 'neu': 0.37, 'pos': 0.63, 'compound': 0.9584}",0.9584,pos,pos
The Tale of the Princess Kaguya,2013,Isao Takahata, ★★★★★ ," This review may contain spoilers. I can handle the truth.  As a parent, I'm dreading the day my daughter grows up and ascends to the moon on a chariot of clouds.Isao Takahata's watercolor and sketch animation is so consistently beautiful it threatens to become mundane (ho hum, another gorgeously composed and colored shot) and then he throws something truly magical at you, like shadows dancing in the forest, or cherry blossoms, or light twinkling on a jeweled branch or that final, 2001-topping shot. My god.We're all moon-people.  ***",5.0,"{'neg': 0.061, 'neu': 0.784, 'pos': 0.155, 'compound': 0.8473}",0.8473,pos,pos
Cure,1997,Kiyoshi Kurosawa, ★★★★★ ," Ringu if the thing that perpetuated death was not a mystical force but our own complicity in seeking out violence. A film about repressed Japanese id that feels disturbingly universal in how it depicts that the mere suggestion to be oneself might unlock our basest evils. Kurosawa is the best director of horror since Polanski, a filmmaker who does not jolt or shock but instead places everything in the frame, or just tantalizingly outside it to the point that you can't stop yourself from craning your neck as if you might be able to peek around the corner. ***",5.0,"{'neg': 0.207, 'neu': 0.704, 'pos': 0.088, 'compound': -0.9493}",-0.9493,neg,pos
Persona,1966,Ingmar Bergman, ★★★★ , so this is how men feel after watching fight club ***,4.0,"{'neg': 0.206, 'neu': 0.794, 'pos': 0.0, 'compound': -0.3818}",-0.3818,neu,pos
In the Mood for Love,2000,Wong Kar-wai, ★★★★★ , Pretty sure this is the most beautiful film ever made ***,5.0,"{'neg': 0.0, 'neu': 0.452, 'pos': 0.548, 'compound': 0.8655}",0.8655,pos,pos
Sunrise: A Song of Two Humans,1927,F. W. Murnau, ★★★½ , This review may contain spoilers. I can handle the truth.  margaret livingston be like i’m bored murder your wife  ***,3.5,"{'neg': 0.256, 'neu': 0.564, 'pos': 0.18, 'compound': -0.4588}",-0.4588,neu,pos
Memories of Murder,2003,Bong Joon-ho, ★★★★★ , I don't know much about rural South Korea but it seems like there was a lot of women walking through the woods alone during one of the most vicious cases of serial rape/killings. ***,5.0,"{'neg': 0.161, 'neu': 0.754, 'pos': 0.085, 'compound': -0.4478}",-0.4478,neu,pos
The Departed,2006,Martin Scorsese, ★★★★½ , This review may contain spoilers. I can handle the truth.  mark wahlberg sure did some goodwill hunting at the end  ***,4.5,"{'neg': 0.0, 'neu': 0.796, 'pos': 0.204, 'compound': 0.5574}",0.5574,pos,pos
Vertigo,1958,Alfred Hitchcock, ★★★★★ , This review may contain spoilers. I can handle the truth.  MY FRIENDS WIFE GOT POSSESSED BY A GHOST SO I STALKED HER (GONE WRONG!) (not clickbait)  ***,5.0,"{'neg': 0.1, 'neu': 0.689, 'pos': 0.211, 'compound': 0.5255}",0.5255,pos,pos
The Wages of Fear,1953,Henri-Georges Clouzot, ★★★★½ ," 81/100Third viewing, last seen 2008. A couple of years later, I wrote a Scenic Routes column that, while specifically addressing our heroes' efforts to blow up a giant boulder blocking the road, does a fairly thorough job of anatomizing the movie's sweat-dotted suspense in general. (Rest of the review, along with everything else I write, available via ultra-cheap subscription. Seriously, it’s as little as $1 a month and for now that pays my rent.) ***",4.5,"{'neg': 0.059, 'neu': 0.895, 'pos': 0.045, 'compound': -0.0}",-0.0,neu,pos
A Matter of Life and Death,1946,Emeric Pressburger, ★★★★★ ," “I love you, June. You’re life and I’m leaving you.”Killing yourself to live. Quite possibly the best film ever made ❤️ ***",5.0,"{'neg': 0.0, 'neu': 0.698, 'pos': 0.302, 'compound': 0.8646}",0.8646,pos,pos
A Moment of Innocence,1996,Mohsen Makhmalbaf, ★★★★★ ," ""Have you seen a ray of sunlight here?"" ***",5.0,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neu,pos
Barbie,2023,Greta Gerwig, ★★★★★ , I cannot believe this is a real movie and not something just in my dreams ***,5.0,"{'neg': 0.0, 'neu': 0.828, 'pos': 0.172, 'compound': 0.4019}",0.4019,neu,pos
A Matter of Life and Death,1946,Emeric Pressburger, ★★★★★ , 🎵🎵 ooooh heaven is a place on earth 🎵🎵 ***,5.0,"{'neg': 0.0, 'neu': 0.708, 'pos': 0.292, 'compound': 0.5106}",0.5106,pos,pos
The Lord of the Rings: The Return of the King,2003,Peter Jackson, ★★★★★ ," frodo: im glad to be with you samwise gamgee. here, at the end of all things.sam: i know i haven't mentioned rosie in the past 12 hours of movies but no homo mr. frodo ***",5.0,"{'neg': 0.078, 'neu': 0.866, 'pos': 0.056, 'compound': -0.2023}",-0.2023,neu,pos
Some Like It Hot,1959,Billy Wilder, ★★★★½ , Every time Marilyn Monroe smiles it adds ten years to my life ***,4.5,"{'neg': 0.0, 'neu': 0.795, 'pos': 0.205, 'compound': 0.4767}",0.4767,neu,pos
Once Upon a Time in America,1984,Sergio Leone, ★★★★★ ," ""He's my uncle""- MaxProbably the third or forth time I've seen this and it's still one of my favorites. From the nostalgia, that the movie creates itself (it doesn't borrow it from other sources like most flicks nowadays do) to the despicable acts carried out by REAL gangsters, none of that criminals-with-high-moral-and-principles bullshit to ""Noodles"" denying Max's existence, which should be up there for saddest movie-scenes of all time; this movie is just perfect in my humble opinion. ***",5.0,"{'neg': 0.109, 'neu': 0.772, 'pos': 0.119, 'compound': -0.0258}",-0.0258,neu,pos
A Matter of Life and Death,1946,Emeric Pressburger, ★★★★★ , The real magic of cinema is taking something that is in essence a plot of a Tom and Jerry cartoon and stretching it to a two hour magnum opus. ***,5.0,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neu,pos
Paths of Glory,1957,Stanley Kubrick, ★★★★ ," We're comparing this film with Wonder Woman on The Next Picture Show podcast, because both films are about World War I trench warfare, leading by example, bad leadership, and the causes of combat. Very different tones, but this cynical and sometimes painfully funny Stanley Kubrick film says a lot about the core causes of mass combat, and why it's appropriate to watch the military leadership of any country with a jaded, cautious eye. ***",4.0,"{'neg': 0.276, 'neu': 0.681, 'pos': 0.043, 'compound': -0.9575}",-0.9575,neg,pos
Dog Day Afternoon,1975,Sidney Lumet, ★★★★★ , being held hostage by al pacino looks fun asf they got a pizza party ***,5.0,"{'neg': 0.0, 'neu': 0.667, 'pos': 0.333, 'compound': 0.7184}",0.7184,pos,pos
Samurai Rebellion,1967,Masaki Kobayashi, ★★★★★ ," Meet the Old BossUp to the final scenes this is almost completely action-free, but the way the drama is staged and the tension is accumulated is totally riveting, really expert stuff. To my western ears anyway, the title ""Samurai Rebellion"" calls to mind a successful rebellion, triumphant in its defiance against an unjust power structure. The reality here, as I should have guessed before the movie even begun, is much different, although the power structure is as unjust as I could have hoped for. ***",5.0,"{'neg': 0.15, 'neu': 0.722, 'pos': 0.129, 'compound': -0.0387}",-0.0387,neu,pos
Some Like It Hot,1959,Billy Wilder, ★★★★ , Literally couldn’t focus for like 40 minutes of the movie when Marilyn was in that dress with her boobs just out ***,4.0,"{'neg': 0.0, 'neu': 0.894, 'pos': 0.106, 'compound': 0.3612}",0.3612,neu,pos
Memories of Murder,2003,Bong Joon-ho, ★★★★★ , BONG D’OR VICTORY LAP ***,5.0,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neu,pos
A Special Day,1977,Ettore Scola, ★★★★½ ," a deceptively simple humanist drama that threatens to crumble under the weight of sadness and tragedy that it carries. Marcello Mastroianni absolutely soars, giving his finest performance, and Sophia Loren matches him moment for moment. a truly transcendent, and tragic, work of film. one I'll be thinking about for years to come. ***",4.5,"{'neg': 0.203, 'neu': 0.709, 'pos': 0.088, 'compound': -0.8085}",-0.8085,neg,pos
Ritual,2000,Hideaki Anno, ★★★★★ ," A dream in the life; tomorrow is my birthday, tomorrow will be different. Tomorrow I will be special, tomorrow I will be important. Tomorrow I will matter. Everyone around me matters. Everyone around me is important, the nearest to me has created great art that surrounds me and all I have created is an apology. Tomorrow is my birthday, and I will circle that day, and that day will be the last time ***",5.0,"{'neg': 0.0, 'neu': 0.746, 'pos': 0.254, 'compound': 0.93}",0.93,pos,pos
The Great Dictator,1940,Charlie Chaplin, ★★★★★ , I will always return to this film for that final monologue.It is one of the most beautifully written speeches ever put to film. ***,5.0,"{'neg': 0.0, 'neu': 0.846, 'pos': 0.154, 'compound': 0.6115}",0.6115,pos,pos
Aftersun,2022,Charlotte Wells, ★★★★½ , This review may contain spoilers. I can handle the truth.  motorcycle arcade games lead to lesbianism.really really really beautiful.  ***,4.5,"{'neg': 0.0, 'neu': 0.715, 'pos': 0.285, 'compound': 0.7764}",0.7764,pos,pos
The Human Condition III: A Soldier's Prayer,1961,Masaki Kobayashi, ★★★★½ ," “Of all creatures that breathe and move upon the earth, nothing is bred that is weaker than man.” ― Homer, The OdysseyHis eyes pierce through the dense fog as it dances across the horizonHis steps, staggered, his breath, fleeting, his resolute, concreteHis feet sink deeper and deeper into the unrelenting snowThe howl of the wind calls for him at his back, but a face in the distance beckons him forwardThe man is no longer a manHe is an apparition of timeA mere silhouette among the landscapeA phantom of the human condition 9.5 / 10 ***",4.5,"{'neg': 0.05, 'neu': 0.933, 'pos': 0.016, 'compound': -0.4939}",-0.4939,neu,pos
Heat,1995,Michael Mann, None ," I have never had a spiritual connection with a man as powerful as the one these two men have with each other, and I’m bitter about that, which is my right. ***",0.0,"{'neg': 0.086, 'neu': 0.828, 'pos': 0.086, 'compound': 0.0}",0.0,neu,neu
The Red Shoes,1948,Emeric Pressburger, ★★★★ , this does NOT seem like it was made in the 40’s ***,4.0,"{'neg': 0.161, 'neu': 0.839, 'pos': 0.0, 'compound': -0.2755}",-0.2755,neu,pos
The Third Man,1949,Carol Reed, ★★★★ , watching this drunk off ma nut in uni at 10am was not as fun as i hoped ***,4.0,"{'neg': 0.235, 'neu': 0.645, 'pos': 0.12, 'compound': -0.3616}",-0.3616,neu,pos
Aftersun,2022,Charlotte Wells, ★★★★½ , capturing the last dance of intimacy and memory in her little mind camera. ***,4.5,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neu,pos
Pather Panchali,1955,Satyajit Ray, ★★★★★ ," “Not to have seen the cinema of Ray means existing in the world without seeing the sun or the moon”. - Akira KurosawaA lyrical ode to idyllic tapestries of the human soul. Ray shows the joys which can be derived from the simple pleasures of life which we so often take for granted. It may seem trivial to us, but those who are less fortunate appreciate their real worth. One of those endings where I cried like a baby. ***",5.0,"{'neg': 0.049, 'neu': 0.754, 'pos': 0.196, 'compound': 0.9051}",0.9051,pos,pos
Marcel the Shell with Shoes On,2021,Dean Fleischer Camp, ★★★★★ , ZZZZZZZZZZzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzsorry nana connie was on the keyboard ***,5.0,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neu,pos
A Man Escaped,1956,Robert Bresson, ★★★★½ ," Scavenger Hunt #52A Man Escaped is one of the most tensest films I’ve seen even though the title tells you what happens. This is mainly down to the phenomenal lead performance that gets you behind the character from the start. The slow pace also builds up the tension perfectly until the edge of the seat climax.I wasn’t sure what to expect from this film but now I can’t wait to see more from Robert Bresson. I highly recommend this film to anyone who hasn’t seen it, I can’t imagine anyone not liking it. ***",4.5,"{'neg': 0.063, 'neu': 0.857, 'pos': 0.08, 'compound': 0.3931}",0.3931,neu,pos
Fallen Angels,1995,Wong Kar-wai, ★★★★★ , Uniquely mesmerizing and charmingly bizarre. Wong’s movies are maybe the most deserving of the cliched phrase “so beautiful it hurts.” ***,5.0,"{'neg': 0.084, 'neu': 0.657, 'pos': 0.259, 'compound': 0.7003}",0.7003,pos,pos
